"text","label"
"More people choose bicycles for daily travel, especially in crowded cities. Cycling offers freedom: you avoid traffic jams, spend less money on transport, and enjoy fresh air. A bike also helps your body. Even a short twenty-minute ride can improve your mood and strengthen your legs and heart. In addition, many cities now have bike lanes and parking stands, which make riding safer than before.
However, cycling in the city still requires attention and patience. Riders should know basic rules: stop at red lights, use hand signals when turning, and keep a safe distance from cars and buses. A helmet is not always required by law, but it is a smart idea, particularly in busy areas. Lights are also important, because many accidents happen at dusk when drivers cannot see clearly. If you ride at night, wear a bright jacket and check that your front and rear lights work.
Owning a bike is cheaper than a car, but it still needs care. Pump the tires once a week, oil the chain every month, and lock the frame to a solid object. A small repair kit can save a trip to the shop. Finally, remember that cycling is part of a community. Be friendly to pedestrians and other riders, and say “thank you” when drivers give you space. With a few careful habits, city cycling becomes an enjoyable, healthy routine rather than a daily risk.","B1"
"I decided to volunteer at the animal shelter because I wanted to do something useful after work. On my first day, the manager gave me a quick tour. The building was clean but busy, with cats sleeping in high boxes and dogs barking in different tones. I felt nervous, but the team was warm. They showed me how to wash bowls, fold blankets, and read the simple health notes on each cage.
The morning passed quickly. I walked two calm dogs in the small yard behind the shelter. One of them, a brown mixed breed called Milo, was shy at first. He kept his tail low and looked at me with careful eyes. I spoke softly, and after a few minutes he started to walk next to me. When we returned, he touched my hand with his nose. That small moment felt like a big success.
In the afternoon I helped with cat social time. We sat on the floor with toys and let the cats explore us. A gray kitten climbed onto my shoulder and stayed there while I brushed another cat. I learned that many animals come from families who cannot keep them anymore, not because of bad behavior but because of changes in life, like moving or losing a job. Hearing these stories made me more patient.
When I left, I smelled like shampoo and dog hair, and my arms were covered in tiny scratches. Still, I felt light. Volunteering was not only about helping animals; it also helped me feel connected to my community.","B1"
"Many students finish school with strong math or language skills, but they often lack practical knowledge about money. In my view, financial literacy should be a required subject, not an optional club. Young people need clear tools for everyday life: how to make a budget, read a pay slip, compare bank accounts, and understand interest on loans or savings. Without these skills, it is easy to fall into debt or sign a contract that looks friendly but hides high fees.
Some people argue that parents should teach children about money at home. Of course, family conversations are valuable, but not every family has the same experience. Schools can provide a fair starting point for everyone. A basic course does not need to be complicated. It can include simple activities, such as planning a monthly budget for a student apartment, calculating the real cost of a phone plan, or practicing how to ask a bank about charges.
Financial education also builds confidence. When students understand terms like “fixed expenses,” “variable expenses,” and “emergency fund,” they feel more in control. They can make decisions based on facts, not pressure. In addition, learning about money supports other subjects. Students use percentages from math, write questions for customer service in language class, and discuss consumer rights in civics.
Finally, responsible money habits benefit the whole community. People who manage their budgets well are less stressed and more able to support local businesses or donate to charities. Teaching financial literacy is not only about personal success; it is about building a stable, informed society.","B1"
"Interviewer: You open your bakery at six. What time does your day start?
Baker: I arrive at three in the morning. The dough needs time to rise, and the ovens must be hot.
Interviewer: That is very early. How do you stay motivated?
Baker: Bread is simple but meaningful. People take it to school, to work, or to a picnic. When I see customers come back every week, I feel proud.
Interviewer: Walk us through your steps when you arrive.
Baker: First, I check the sourdough starter and mix the dough for country loaves. While it rests, I shape croissants that were prepared the day before. Timing is everything. If I rush, the pastry becomes heavy. If I wait too long, it dries out.
Interviewer: What is the hardest part of the job?
Baker: Consistency. Flour changes with the weather. On a humid day, I add a little less water. In winter, I give the dough more time to rise. Customers expect the same quality every day, so I must listen to the dough like a musician listens to an instrument.
Interviewer: Do you have a favorite moment?
Baker: Around five thirty, when the first tray of bread comes out. The crust sings, and the smell fills the room. I make coffee and greet the delivery driver. It feels like the city is waking up with us.
Interviewer: Any advice for home bakers?
Baker: Keep notes. Small changes in temperature or time can improve your bread. And be patient. Good bread grows slowly, just like good habits.","B1"
"A successful interview begins long before you enter the room. Start by researching the company’s products, values, and recent news. Write down three reasons you want the job and three ways your experience matches the description. These notes will help you answer common questions with confidence, rather than repeating lines from your CV.
Next, prepare short stories that show your skills. Use the STAR method: describe the Situation, the Task, the Action you took, and the Result. For example, if you improved a process at work, explain what was wrong, what you planned, how you solved the problem, and what changed afterward. Practice out loud, preferably with a friend who can give feedback on speed and clarity.
Clothing does not need to be expensive, but it should be clean and comfortable. Try the outfit a day before to avoid surprises. Plan your route and arrive ten minutes early. Bring a copy of your CV, a list of references, and a simple notebook.
During the interview, listen carefully and ask for clarification if a question is unclear. Show interest by asking one or two questions at the end, such as, “How does this team measure success in the first six months?” Finally, send a short thank-you message within 24 hours. Mention one topic you enjoyed discussing and repeat your interest in the role. These steps will not guarantee an offer, but they will help you present your best self and leave a professional, positive impression.","B1"
"The idea of a real-name rule on social media sounds reasonable at first. If people must post under their legal names, they might behave better online. Harassment could decrease, and public debate might feel less toxic. Companies also argue that real names make it easier to remove bots and fake news. However, a strict rule creates serious problems that we should not ignore.
Many users need pseudonyms to stay safe. Whistleblowers, political activists, and people exploring sensitive health issues often rely on privacy to speak openly. If they have to reveal their identities, some will simply remain silent. In addition, a name does not guarantee good behavior. Bad actors can still bully others while using a real profile, especially if they have power or a large audience. Meanwhile, victims may hesitate to report them because doing so exposes personal information.
A better solution is a layered system. Platforms can offer voluntary verification that proves a user is a real person without forcing them to reveal their full name to the public. Clear community rules, rapid moderation, and easy reporting tools are more effective than a single identity policy. Education also matters. Teaching users how to protect themselves, recognize manipulation, and respond to conflict can change the culture over time.
In short, real-name rules promise quick results but ignore real risks. We should design spaces that encourage responsibility while protecting the voices that need privacy the most.","B2"
"The night bus left the city at ten, carrying students with backpacks, a grandmother with a basket of fruit, and a few quiet workers returning home. I chose a window seat, thinking I would sleep, but the road soon began to twist. The driver turned down the lights, and the cabin slipped into a soft rhythm of breathing, whispers, and the occasional ring of a phone that someone forgot to mute.
Outside, the mountains rose like black walls against a sky filled with stars. Every curve revealed another valley with a single house lit by a yellow bulb, as if someone had left a lighthouse for travelers on land. I watched the reflection of my face in the glass and tried to read, but the letters jumped with every bump. Instead, I listened to a playlist and counted the seconds between the bends.
At midnight we stopped at a roadside café. The air smelled of diesel and strong tea. People stretched, smiled at strangers, and shared chargers like old friends. A young boy showed his new toy car to the grandmother, who taught him a rhyme I had never heard. The moment lasted only ten minutes, yet it softened the long journey.
When dawn arrived, the bus climbed the final hill. The sun painted the slopes with a thin gold line, and the tired bus turned into a moving balcony. I finally slept—just as we reached the station—because the road had done its job: it had carried not only our bodies but also our thoughts from one mood to another.","B2"
"People often say, “I just need more willpower,” but research suggests a different truth: habits depend less on strength and more on structure. A habit usually follows a simple loop—cue, action, reward. The cue is a trigger, such as time, place, or emotion. The action is the behavior you want. The reward is a small benefit that teaches your brain to repeat the action next time the cue appears.
To build a habit, begin by choosing a cue you meet every day. For example, decide to stretch for two minutes right after you brush your teeth. The bathroom becomes the place cue, and the mint taste becomes a sensory cue. Keep the action small so you cannot reasonably skip it. A short, easy victory teaches your brain that this behavior is safe and achievable.
Next, design the reward. It does not need to be chocolate or money. It can be a brief moment of satisfaction, a check mark on a calendar, or a message to a friend saying, “Day one done.” Consistency is more important than intensity. Five minutes daily beats one hour once a week because repetition builds automaticity.
Remove friction that blocks the habit. Prepare your shoes by the door, place your book on the pillow, or set an alarm with the exact instruction: “At 7:00, write one paragraph.” If you miss a day, restart immediately without blame. Finally, connect the habit to identity: tell yourself, “I am a person who reads each evening.” When a habit reflects who you are, it becomes easier to protect.","B2"
"The Silent Harbor is a quiet drama that takes place in a fading port town where a lighthouse keeper faces retirement after forty years. The plot is simple on the surface, but the film succeeds because it builds emotion through careful details rather than dramatic speeches. The camera lingers on wet ropes, empty docks, and the rhythmic swing of the lantern. These images create a steady pulse that guides the story more effectively than a loud soundtrack ever could.
The lead actor gives a restrained performance. He rarely raises his voice, yet his posture tells us everything: the weight of routine, the pride in duty, and the fear of becoming unnecessary. The supporting cast—especially the young engineer sent to automate the light—adds energy without stealing the focus. Their dialogues show a believable conflict between tradition and efficiency, where neither side is completely wrong.
Technically, the film is impressive. The sound design blends wind, gulls, and distant engines into a living environment. The color palette changes from cold blue mornings to warm golden evenings, marking the keeper’s inner shift. Some viewers may find the pacing slow, particularly in the second act, where scenes of maintenance and paperwork test patience. However, the final sequence rewards careful attention: a storm approaches, and the lighthouse’s last manual watch becomes a ceremony.
Overall, The Silent Harbor is not for those seeking constant action. It is for audiences who appreciate craftsmanship, moral nuance, and the dignity of ordinary work. It leaves you with a gentle ache and a renewed respect for people whose efforts are visible only when they stop.","B2"
"Council members and neighbors, thank you for the chance to speak. Today I am asking you to support the Urban Canopy Plan, which will fund 2,000 new street trees over the next three years. Trees are often treated as decoration, something we add when there is extra money. In fact, they are essential infrastructure that protects our health, our homes, and our future.
First, trees cool our streets. During summer heat waves, shaded sidewalks can be several degrees cooler than bare ones. That difference saves energy and reduces emergency visits for heat stress. Second, trees filter air. Their leaves capture fine particles from traffic, which helps children and seniors breathe more easily. Third, trees absorb stormwater. Their roots act like natural pipes, slowing floods that damage basements and public roads.
I know you worry about costs: planting, watering, and maintenance. The plan addresses this with a simple approach. We will prioritize hardy species, train volunteers to water young trees during the first two summers, and create a small fund for pruning. Experience from other cities shows that every euro invested brings several euros in benefits, from lower energy bills to fewer repairs after heavy rain.
Finally, trees build community pride. When residents care for a young tree together, they also watch the street, greet each other, and protect shared space. Please vote yes on the plan. Let us plant the shade that our children will stand under, and let us treat trees not as extras but as the living infrastructure that keeps our city strong.","B2"
"Cities often promise to make public transport fair, but the way we charge riders is anything but. Traditional monthly passes reward people who can pay a large sum in advance, while occasional riders—shift workers, students with irregular timetables, tourists—pay more per trip. Fare capping reverses this dynamic with a simple rule: once your accumulated single fares reach the cost of a daily or monthly pass, the system stops charging you. No forms, no guessing, no penalties for being cautious.
The benefits extend beyond equity. Fare capping reduces friction at the gate because passengers no longer need to compare complex products. It also stabilizes revenue by spreading payments across many small transactions rather than relying on a shrinking subset of long-term pass holders. From an operational perspective, capping encourages off-peak use: riders are more willing to take an extra bus if they know it will not increase their total cost beyond the cap.
Implementation requires contactless payment or account-based ticketing, along with transparent communication. The hardest part is not the algorithm but the trust. Agencies must publish clear thresholds, protect user data, and provide dashboards so customers can see their progress toward the cap in real time. Complementary policies—reduced caps for low-income riders, caps that recognize multi-modal trips—can further sharpen the tool. In short, fare capping turns pricing from a guessing game into a guarantee: you will never pay more than the fairest price for the travel you actually make.","C1"
"Every evening the workshop held its own weather. Dust drifted like slow snow, a brass smell hung in the air, and the clocks—a wall of them—rained minutes on the room. My father spoke in verbs: file, oil, listen. He would lift a pocket watch to his ear and tilt his head as if the mechanism might whisper its complaint directly into the cartilage. “Don’t force truth,” he told me. “Invite it.”
I preferred the messy watches, the ones rescued from drawers: cracked crystals, threads of human hair caught under the bezel, initials scratched with a penknife. They came with biographies he never asked for. “Fix the time,” he would say, “not the life.” But time and life are cousins who borrow each other’s clothes. When I loosened a tiny screw and the bridge sprang free, I felt the story rush out—a quarrel, a station platform, a promise missed by two minutes.
The night my father’s hands began to shake, he refused to stop working. “A poor tremor makes a good teacher,” he joked, and I pretended to laugh. We switched roles without saying so. I centered his work under the lamp, sorted the jewels by size, and learned to listen for the note he could no longer hear: the thin, decisive click when balance and spring negotiate peace.
After he died, clients kept coming. “He understood my watch,” they said, and I nodded, because what they meant was, “He understood me.” I still open the shutters each morning, setting loose the weather. When a watch hesitates, I wait. Truth arrives like a second hand returning to its track—quiet, inevitable, and right on time.","C1"
"Glass Atlas, the new photography exhibition at the Riverbank Gallery, argues that the world is best understood through reflections rather than direct views. The curator arranges sixty prints like coordinates, inviting visitors to navigate by glint and shadow. Windows dominate: bus shelters, office towers, wet streets after rain. In these surfaces the show finds a cartography of modern life, a map drawn not by borders but by bounced light.
The standout series, “Night Ledger,” captures storefronts just after closing. Neon signs flicker against dark glass, layering the absent staff over the silent products they sell. The images are technically precise—crisp lines, restrained color—but they are not cold. The photographer’s empathy appears in the small allowances: a smudged fingerprint left by an impatient customer, a crooked “Back in 5” card. These details puncture the sleekness and let reality breathe.
Not every experiment succeeds. A set of wide-angle cityscapes, printed at mural scale, feels conventional compared to the subtle play elsewhere. Yet the misstep is instructive: when the camera looks outward, the city becomes a stage; when it looks into glass, it becomes a dialogue. The final room reunites the themes with a triptych of an airport façade at dawn—planes faint in the distance, commuters mirrored in the panels, and a single sparrow perched on the frame. The effect is quietly moving. Glass Atlas does not chase spectacle; it listens for the patient music of surfaces and the lives that shimmer across them.","C1"
"Bayesian reasoning sounds forbidding, yet its core idea is human: start with a belief, meet new evidence, and update. The trick is to do this systematically rather than by mood. Begin with a prior—your initial estimate of how likely something is. Then consider the likelihood—how well the evidence fits each possibility. Multiply and normalize, and you have a posterior: a refined belief that incorporates what you have learned.
Consider a medical test with known accuracy. If a test is 95% sensitive and 95% specific, a positive result does not automatically mean you are 95% likely to have the condition. The prior—how common the condition is—matters. If only 1% of people have it, many positives will still be false. Bayesian thinking prevents panic by forcing you to combine the base rate with the test result.
This mindset applies beyond clinics. When you read a news story, ask: given the outlet’s track record and the plausibility of the claim, how should I adjust my belief? When hiring, do not treat a single interview as a verdict; treat it as evidence that updates your prior formed from the portfolio and references. With practice, you can encode updates in small numbers or even simple language: “I’m slightly more confident,” “I’m back to neutral,” or “This new data outweighs the rest.”
Bayesian thinking is not about being unemotional; it’s about being proportionate. It builds intellectual humility because it assumes you will be wrong, but less wrong tomorrow if you update today.","C1"
"To: Executive TeamFrom: Operations StrategySubject: Pilot design for a 4×10 schedule without loss of output
Summary: This memo outlines a twelve-week pilot moving customer-facing and product teams to a four-day week (ten hours/day), with guardrails to preserve service levels and throughput. The goal is not to “work less,” but to compress routine, protect deep work, and improve retention.
Rationale: Our pulse surveys show fatigue concentrated mid-week; ticket volume remains stable on Fridays, but resolution quality dips. Time-use audits reveal fragmentation: meetings occupy 42% of engineer hours and 58% of customer success hours. By designating one no-meeting day per team and aligning handovers, we can reduce context switching without extending lead times.
Design: Participants will choose Monday or Friday as the off-day, balanced to maintain 80% coverage daily. Core hours run 10:00–16:00; remaining hours are flexible for deep work. SLAs remain unchanged. We will introduce “quiet lanes” in Slack—channels where messages are batched hourly—and a shared escalation rota for urgent issues. Managers will receive a facilitation toolkit for pruning meetings by agenda, owner, and decision rule.
Measurement: Primary metrics include NPS, first-response time, cycle time, defect escape rate, and voluntary attrition. We will also track focus hours via calendar audits and a weekly two-question survey (energy; perceived effectiveness). Success threshold: equal or improved service metrics, ≥15% increase in focus hours, and neutral or better revenue impact.
Risks & mitigations: Burnout from longer days mitigated by protected breaks; cross-team bottlenecks addressed through Wednesday overlap sessions; client perception managed with proactive comms and a dedicated emergency line.
Decision requested: Approve pilot scope and budget for enablement (training, tooling). If approved, kickoff can begin next month with results reported at the end of Q2.","C1"
"Graduates, you are told to “finish strong,” as though life were a series of tidy sprints ended by ribbons and applause. Yet most of what matters will remain stubbornly incomplete: conversations with parents that never find the perfect sentence; projects that ship with a list of known issues; friendships that pause and resume across cities and years. Completion is a useful myth for grading; it is a poor compass for living.
What should replace it is stewardship. To steward something—an idea, a community, a craft—is to accept that your contribution will be partial and still necessary. You inherit problems whose origins predate you and whose solutions will outlast you. Stewardship asks different questions: not “How do I win?” but “How do I leave this better than I found it, and how do I invite others to continue?”
This attitude changes how you handle failure. If a goal is a finish line, failure is a shameful stop. If a goal is a relay, failure is a dropped baton you can pick up, learn from, and pass on with clearer instructions. It also reframes ambition. Seek mastery not for the certificate on the wall, but for the generosity it enables: the capacity to teach, to debug the world around you, to build tools that make someone else’s path lighter.
So today I do not ask you to finish. I ask you to begin well, to document your thinking, to apologize quickly, to lend your reputation to people with less of it, and to cultivate the stubborn cheerfulness required by any long, unfinished task. Your greatness will be measured not by the monuments that bear your name, but by the bridges whose builders go unrecorded and whose traffic flows long after you have walked on.","C2"
"Cities now outsource judgment to code. We route ambulances, award school places, and calculate welfare sanctions with algorithms whose workings are either commercially secret or technically obscure. The defense is familiar: transparency would invite gaming, and publishing code would violate intellectual property. But the argument collapses when weighed against the democratic principle that public power must be publicly knowable.
Opacity erodes due process in two ways. First, it prevents the harmed individual from understanding why a decision was made, turning appeals into ritual rather than remedy. Second, it disables civic learning: if citizens cannot inspect the rules, they cannot pressure legislators to revise them. A black box is not merely a technical object; it is a political shelter.
The solution is not naïve disclosure of every line of code. We can combine layered openness with genuine protection. Source can be escrowed and accessible to accredited auditors; model cards can state training data, performance across subgroups, and failure modes; decision logs can be made machine-readable and anonymized. Crucially, agencies must provide counterfactual explanations—statements of what minimal change would have produced a different outcome—so that people know how to contest or correct.
Yes, auditing creates overhead. But opacity has a cost too: lawsuits, public distrust, and the silent attrition of rights. We already accept that breathalyzers and voting machines require certification; algorithmic adjudicators deserve no less. An auditable state is not a luxury for patient times. It is the minimum price of rule by law rather than rule by spreadsheet.","C2"
"At two in the morning the museum’s marble floor becomes a lake, not of water but of patience. Malik drifts between galleries with a torch that pretends to be a lighthouse. He checks doors, lists, and red diodes, yet his real task is conversational: a murmured truce with objects that outlive him. The Etruscan bowl’s crack, the Flemish saint’s peeled gilt, the taxidermied kestrel—each keeps a ledger of neglect and rescue.
He pauses in the contemporary wing before a video loop of rain falling inside a room. The artist called it Interior Weather. The motion sensor wakes, and for five minutes ceiling-clouds pour. Malik watches the manufactured downpour and thinks of his mother sponging condensation from windows in winter, the cloth stiff with cold and old soap. He had promised to visit on Sunday; instead he texted a heart and a delay.
A radio on his belt crackles. Static carries the voice of the other guard, Ellie, bored in the basement. “Anything?” she asks. “Rain,” he says, and she laughs because there are no windows. He logs the event as “system test successful,” which is true in the way museums prefer truth—tidy, reconcile-able.
On his final round, he spots a fingerprint on the glass protecting a small statuette of a seated scribe. Likely a schoolchild, earlier that day, leaning too near. Malik cleans the smear with a practiced spiral until the glass gives back only his own face, more idea than image. He re-holsters the cloth, nods to the scribe, and feels the quiet thicken—an agreement renewed: you guard us, we measure your night.","C2"
"Silence is often misread as vacancy. In diplomatic practice, however, it functions as a disciplined instrument. Negotiators deploy silence not to express nothing, but to concentrate meaning: to signal limits, invite recalibration, or create a space in which the opposing side reveals its hierarchy of needs. When an ambassador withholds comment after a provocation, the pause is not indecision; it is a contour drawn around the unacceptable.
Three forms of silence recur. The strategic delay pushes a response beyond the news cycle, letting domestic politics cool and allies coordinate language. The contained omission—say, a communique that lists cooperative areas yet neglects a disputed sea—signals where contention lies without proclaiming defeat. And the choreographed hush, common before summits, allows rival bureaucracies to fight privately while preserving the illusion of unity.
Of course, silence can also corrode. Authoritarian regimes exploit it to erase atrocities; democratic governments sometimes hide incompetence behind “ongoing investigations.” The ethical use of silence requires proportionality and accountability: the pause must be temporary, its purpose communicable, and its end marked by a clear statement. Otherwise, what begins as prudence curdles into opacity.
For practitioners, the skill is not simply to keep quiet but to frame quietness. Pen a timeline that explains the delay’s rationale to domestic audiences; place the omission beside a promise of future talks; match the hush with gestures—humanitarian aid, military de-escalation—that speak without words. In diplomacy, eloquence is measured not only by what is said under the chandelier, but also by what is withheld at the door and why.","C2"
"Quantum bits are fragile citizens. They store information not as a simple 0 or 1, but as a probability wave that can be nudged by heat, stray fields, or imperfect control. Classical computers fight noise with redundancy—triplicate circuits and majority votes. Quantum machines face a paradox: copying an unknown quantum state is illegal (the no-cloning theorem). So how do you get redundancy without copying?
Quantum error correction rewrites redundancy as entanglement. Instead of duplicating a qubit, you distribute its information non-locally across several physical qubits using carefully chosen patterns (“codes”). No single qubit, if measured, reveals the original state; only the collective does. Errors are detected not by peeking at the data itself—which would destroy it—but by measuring stabilizers: joint properties that flag which kind of error occurred (a bit-flip, a phase-flip, or both) without collapsing the stored superposition.
Think of a melody spread across instruments. If a violin hits a sour note, a conductor hears discordant intervals rather than reading the score aloud. The conductor can instruct the violin to correct without announcing the tune. In the quantum case, the syndrome—the pattern of stabilizer results—guides a conditional “counter-rotation” that repairs the state. As devices scale, engineers aim for the fault-tolerant threshold: a regime where better codes and more qubits make overall reliability improve faster than noise accumulates.
The hard work is engineering—high-fidelity gates, fast syndrome extraction, cryogenic stability—but the conceptual leap is this: security through shared fragility. By making information live in relationships rather than in parts, quantum systems gain a kind of resilience uniquely suited to their own vulnerability.","C2"
"Hello, my friend! I am on vacation in Spain. I am with my family. My mother, my father, and my brother are here. The weather is very nice. It is sunny and hot. I like the beach. We swim in the sea every day. The sea is blue and warm. I eat a lot of food. I like Spanish food. The food is very good. Today, I eat some fish and some rice. It is delicious! I drink water and orange juice. My hotel is big and nice. My room is big. It has a bed and a chair. I sleep a lot. My brother plays football on the beach. He likes football very much. I am very happy here. I miss you. See you soon.","A1"
"My favorite sport is tennis. I play tennis with my friend. His name is Tom. We play on Saturday. We play at the park. The park has a tennis court. I have a tennis racket. My racket is red. I have a tennis ball. The ball is yellow. We play for one hour. I like to run and hit the ball. Tom is a good player. Sometimes I win, and sometimes Tom wins. After the game, we drink water. We are very thirsty. Playing tennis is good for my body. It is good exercise. I am strong now. My favorite tennis player is Rafael Nadal. He is from Spain. He is very fast and strong. I want to be a good player like him. It is a fun sport.","A1"
"My family's house is in the city. The house is not big, but it is comfortable. It has two floors. On the first floor, there is a living room, a kitchen, and a dining room. My family watches TV in the living room. We eat in the dining room. My mother cooks in the kitchen. She is a very good cook. On the second floor, there are two bedrooms and one bathroom. My bedroom is blue. I have a bed, a desk, and a chair. I do my homework at my desk. My parents' bedroom is next to my room. It is a nice room. My house has a small garden. We have some flowers in the garden. I like my house.","A1"
"Last weekend, I went to the zoo. I went with my father and my sister. The zoo is very big. There are many animals there. I saw a big elephant. The elephant is gray. I saw a long snake. It is green and yellow. My favorite animal is the lion. The lion is brown and has a lot of hair. I also saw a giraffe. The giraffe has a very long neck. It eats leaves from a tall tree. My sister likes the monkeys. The monkeys are funny. They jump and play. I took many photos of the animals. We ate ice cream at the zoo. It was a good day. I want to go to the zoo again soon.","A1"
"I wake up at seven o'clock in the morning. First, I go to the bathroom. I wash my face and brush my teeth. Then, I go to the kitchen. I eat breakfast with my family. I eat bread and cheese. I drink milk or orange juice. After breakfast, I go to school. I walk to school. My school is not far. I study many subjects at school, like math and English. I like English. My teacher is very nice. My friends and I play at lunch time. After school, I come home. I do my homework. In the evening, I eat dinner with my family. I watch TV or read a book. I go to bed at ten o'clock. This is my typical day.","A1"
"Yesterday, I went to the supermarket to buy food for the week. The supermarket is very big and busy on Saturdays. I took a shopping cart and started my list. First, I went to the vegetables section. I put some tomatoes, a large green pepper, and a few onions in my cart. After that, I walked to the fruit section. I chose three red apples and a big bunch of yellow bananas. My mother likes oranges, so I bought five oranges for her. Next, I went to the dairy section. I needed milk, cheese, and a big carton of yogurt. The milk was in a tall carton, and the cheese was in a small plastic box. I also bought some fresh bread from the bakery. The smell of the bread was wonderful! Finally, I went to the cashier to pay. The total price was forty euros. I paid with my credit card. The cashier put everything in two large bags for me. I carried the bags home. It was a long trip, but now we have a lot of food.","A2"
"I have a job as a gardener at a big park in the city. I work from Monday to Friday, from nine in the morning until five in the evening. I love my job because I am outside all day. I wear green clothes and strong boots. My main job is to take care of the flowers and plants. I water the plants every morning with a big hose. When it is sunny, I must water them a lot. I also cut the grass with a special machine. It is a little loud, but the grass looks very nice after I cut it. Sometimes, I plant new flowers. My favorite flowers are red and yellow roses. I use a small tool to make the hole for the new plants. My boss is a friendly man. He teaches me a lot about different plants. The work is sometimes hard, but I am very happy. I feel healthy because I work outside. The park is beautiful, and I am a part of that.","A2"
"I moved to a new apartment last month. My old apartment was too small, so I found a new one. My new apartment is on the third floor of a large building. The building has a new elevator, which is very helpful. The apartment has two bedrooms, a kitchen, a living room, and one bathroom. The living room is big with a large window. I have a sofa and a television in this room. My favorite room is the kitchen. It has a new oven and a big refrigerator. I like to cook, so this is important for me. The walls in the bedroom are white, and the floor is brown. I need to buy a new bed, but I have a small table and a chair. The bathroom is clean and has a shower. The neighborhood is very quiet. There is a small park and a supermarket near my apartment. I am very happy here.","A2"
"Last Saturday, I went to my friend Anna's birthday party. Anna turned twenty-one. The party was at her house. Many people were there. I knew some of them, and I met some new people too. Anna's mother made a lot of delicious food. There was pizza, pasta, and a big salad. The birthday cake was chocolate and vanilla, and it had twenty-one small candles on it. We all sang ""Happy Birthday"" to Anna. After dinner, we listened to music and danced in the living room. Anna received many presents. I gave her a new book and a scarf. She liked my present very much. It was a nice party, and I had a lot of fun. I talked to my friends, and we laughed a lot. The party finished late, at about eleven o'clock at night. I went home feeling very happy and a little tired.","A2"
"Subject: Hello from me!
Hi Maria,
I hope you are well. Thank you for your last email. It was very nice to hear from you. I am writing to tell you about my week. Last week was very busy. I had a lot of work and I studied for an important exam. I passed the exam, and I am very happy about it! I also went to the cinema with my brother. We saw a new action film. It was very exciting. The actors were very good.
This week is much quieter. I have more free time. On Friday, I want to go to a museum. The museum has a new collection of old paintings. I really like art. Maybe you can come with me? Please tell me if you are free. If you cannot come on Friday, we can go on Saturday.
I am also thinking about a short trip next month. I want to go to the mountains for two days. I want to go hiking and take a lot of photos. Have you ever been to the mountains in the winter?
Write back soon!
Best wishes,
Alex","A2"
"Last summer, my family and I went on a wonderful trip to Italy. We spent two weeks exploring the country, and it was an amazing experience. We visited three cities: Rome, Florence, and Venice. We arrived in Rome by plane and stayed for four days. The city was full of history! We saw the Colosseum, the Vatican City, and the Trevi Fountain. I loved walking around the old streets and eating delicious Italian ice cream. After Rome, we took a fast train to Florence. This city was very different. It was smaller and felt more artistic. We visited the Uffizi Gallery, which has many famous paintings, and walked across the Ponte Vecchio bridge. The views from the hills around the city were breathtaking. Our last stop was Venice, which was probably my favorite. The city has no cars, only boats, so it was very quiet and relaxing. We took a gondola ride and visited St. Mark's Square. The food in Italy was incredible everywhere we went. We ate a lot of pizza, pasta, and seafood. I learned a few Italian phrases, like ""grazie"" and ""buongiorno,"" which was fun. I hope to go back to Italy again someday.","B1"
"Photography is a hobby I started about two years ago, and it has become one of my favorite ways to spend my free time. It's much more than just taking pictures; it's about seeing the world in a different way. When I have a camera in my hand, I pay attention to small details that I might normally miss, like the way light shines through a tree's leaves or the reflection of a building in a puddle. I mostly enjoy taking photos of nature and landscapes. I often go hiking in the mountains or walk along the coast to find beautiful places to photograph. Before I go, I always check the weather forecast because I prefer to photograph at sunrise or sunset when the light is soft and beautiful. I have a digital camera, but sometimes I also use my phone. I think it's important to learn how to use the camera's settings, like the aperture and shutter speed, to take better pictures. I have a special album on my computer where I keep all my photos, and I sometimes share them online with friends and family. I feel happy and relaxed when I'm taking photos. It's a creative way to express myself.","B1"
"Hi Chris,
How are you doing? It was so good to hear from you last week. I'm writing to tell you about my weekend and to share some exciting news.
Last weekend was a lot of fun. On Saturday, my friends and I went to a music festival in the city park. The weather was perfect, and there were many different bands playing. We listened to some fantastic music and danced for hours. The atmosphere was very lively, and everyone was in a good mood. On Sunday, I had a much more relaxing day. I stayed at home and watched a few movies. I also spent some time working in my garden. My flowers are starting to grow, which makes me very happy.
Now for the big news! I have a new job! I am going to be working as an assistant at a small marketing company downtown. The office is close to my home, so I can walk there every day. I'm starting next Monday, and I'm a little nervous, but also very excited. I think it will be a great opportunity for me to learn and meet new people. The manager seems very friendly.
I'd love to hear about your weekend, and what you've been up to lately. Let's try to meet up for coffee next week.
Best wishes,
Sarah","B1"
"I will never forget the day I first learned to ski. It happened three winters ago when I went on a trip to the mountains with my brother and his friends. I had never seen so much snow in my life! When we arrived, the mountains were completely white, and the air was very cold and clear. The first day, I was very nervous. I put on my skis and boots, which felt strange and heavy, and went to the beginner's slope. My brother was a great teacher. He was very patient and explained everything slowly. At first, it was very difficult. I fell down many times, and my clothes became wet from the snow. I felt a little frustrated, but my brother encouraged me to keep trying. After a few hours, I started to feel more confident. I learned how to turn and stop, and I didn't fall as often. By the end of the day, I could go down the small hill all by myself. I was so proud of myself! When we got back to the hotel, I was very tired, but also very happy. Since then, I have gone skiing every winter, and I love it.","B1"
